File updated: 01/20/2022,,,,,,,,,,,,,,,,,,,,,,,,,
Inpatient/Outpatient,CHARGE_CODE,CHARGE_DESC,MEDICATION_NAME,ERX_ID,NDC_CODE,CPT_CODE,GROSS_CHARGES,MIN,MAX,Aetna_HMO,Aetna_PPO,Blue_Cross_HMO_PPO,Blue_Cross_SR_HMO,Blue_Shield_HMO_PPO,Blue_Shield_Sr_HMO,Cigna_PPO,Healthnet_HMO,Healthnet_PPO,Kaiser,Kaiser_SR_MMC,Multiplan,UHC_HMO,UHC_PPO,UHC_SR_HMO/PPO,Uninsured rate for patients that do not qualify for financial assistance*
CSMC IP,02722156,"HB INTRODUCER/SHEATH, LASER 3",,,,C2629,16581,936,6343,3869,5202,3876,936,3721,1802,5704,5766,5776,5519,4577,6343,5496,4781,1298,No standard uninsured rate
CSMC IP,02722157,"HB HANDPIECE, NEURO 1",,,,,15691,885,6003,3662,4923,1094,885,3522,1705,5398,5457,5466,5223,4332,6003,5201,4525,1228,No standard uninsured rate
CSMC IP,02722158,HB HANDPIECE BENDING TOOL,,,,,614,35,235,144,193,144,35,138,67,212,214,214,205,170,235,204,178,49,No standard uninsured rate
CSMC IP,02722159,"HB GUIDE, OUTER TUBE W/STYLET",,,,,1619,92,620,378,508,379,92,364,176,557,563,564,539,447,620,537,467,127,No standard uninsured rate
CSMC IP,02722160,HB DRAINAGE SYSTEM 1,,,,,637,36,244,149,69,74,36,111,66,220,222,222,212,176,244,212,184,50,No standard uninsured rate
CSMC IP,02722162,"HB SCREW, STEREOTACTIC 1",,,,,906,52,347,212,285,259,52,204,99,312,316,316,302,251,347,301,262,71,No standard uninsured rate
CSMC IP,02722163,"HB SPACER, TIBIAL/FEMORAL 1",,,,,5451,308,2086,1272,1711,1275,308,1224,593,1876,1896,1899,1815,1505,2086,1807,1572,427,No standard uninsured rate
CSMC IP,02722164,HB NEURO MONITORING KIT 5,,,,,5884,332,2251,1373,1846,1376,332,1321,640,2025,2047,2050,1959,1625,2251,1951,1697,461,No standard uninsured rate
CSMC IP,02722165,HB HAND DRILL DISPOSABLE 1,,,,,954,54,365,223,300,223,54,215,104,329,332,333,318,264,365,317,276,75,No standard uninsured rate
CSMC IP,02722166,HB CATHETER PICC LUMEN 3CG,,,,,2014,93,998,470,746,668,409,501,93,963,694,705,690,622,771,998,743,119,No standard uninsured rate
CSMC IP,02722167,"HB NEEDLE, BREAST VACUUM ATEC",,,,,3068,174,1174,716,963,718,174,689,334,1056,1067,1069,1022,847,1174,1017,885,241,No standard uninsured rate
CSMC IP,02722168,HB URODYNAMIC PUMP TUBING*,,,,,1637,93,627,382,514,383,93,368,178,564,570,571,545,452,627,543,473,129,No standard uninsured rate
CSMC IP,02722169,"HB CATHETER, SINGLE LUMEN CAT895",,,,,3348,189,1281,782,1051,783,189,752,364,1152,1165,1167,1115,925,1281,1110,966,262,No standard uninsured rate
CSMC IP,02722170,"HB CATHETER, DUAL LUMEN CAT880",,,,,4081,231,1562,953,1281,954,231,916,444,1404,1420,1422,1359,1127,1562,1353,1177,320,No standard uninsured rate
CSMC IP,02722171,"HB CATHETER, RECTAL ABD CAT875",,,,,2952,167,1130,689,927,690,167,663,321,1016,1027,1029,983,815,1130,979,852,232,No standard uninsured rate
CSMC IP,02722172,HB R.I.A. SYSTEM 1,,,,,2817,159,1078,658,884,659,159,633,307,970,980,982,938,778,1078,934,813,221,No standard uninsured rate
CSMC IP,02722173,HB R.I.A. SEAL 1,,,,,443,25,170,104,139,104,25,100,49,153,155,155,148,123,170,147,128,35,No standard uninsured rate
CSMC IP,02722174,"HB TOOL, SIZING 1",,,,,1627,92,623,380,511,381,92,366,177,560,566,567,542,450,623,540,470,128,No standard uninsured rate
CSMC IP,02722178,"HB INTRODUCER/SHEATH, GDNG 1",,,,C1893,1514,86,580,354,475,354,86,523,165,521,527,528,504,418,580,502,437,119,No standard uninsured rate
CSMC IP,02722183,HB GELFILM,,,,,3863,218,1478,902,1212,903,218,867,420,1329,1344,1346,1286,1067,1478,1281,1114,303,No standard uninsured rate
CSMC IP,02722184,"HB NOZZLE, DISPOSABLE 1",,,,,521,30,200,122,164,122,30,117,57,180,182,182,174,144,200,173,151,41,No standard uninsured rate
CSMC IP,02722185,HB FOREIGN BODY HOOD,,,,,335,19,129,79,106,79,19,76,37,116,117,117,112,93,129,112,97,27,No standard uninsured rate
CSMC IP,02722186,HB PUSH CATHETER 4/5 FR,,,,,332,19,127,78,105,78,19,75,37,115,116,116,111,92,127,111,96,26,No standard uninsured rate
CSMC IP,02722187,HB RX LOCKING/BIOPSY CAP,,,,,167,10,64,39,53,40,10,38,19,58,59,59,56,47,64,56,49,14,No standard uninsured rate
CSMC IP,02722189,HB NERVE STIMULATOR 2,,,,,3306,187,1265,772,1038,373,187,730,360,1138,1150,1152,1101,913,1265,1096,376,259,No standard uninsured rate
CSMC IP,02722192,HB ENDO ANTI-FOG 1,,,,,569,18,272,161,147,94,18,105,59,272,200,200,225,158,218,169,143,45,No standard uninsured rate
CSMC IP,02722194,"HB PIN, STEINMAN 3",,,,,2080,118,796,486,653,487,118,467,226,716,724,725,693,575,796,690,600,163,No standard uninsured rate
CSMC IP,02722197,"HB GRASPER, ENDOSCOPIC 3",,,,,4192,237,1604,979,1316,980,237,941,456,1443,1458,1461,1396,1158,1604,1390,1209,329,No standard uninsured rate
CSMC IP,02722198,HB COREVALVE DELIVERY SYSTEM,,,,,13238,747,5064,3089,4154,3095,747,2971,1439,4554,4604,4612,4406,3655,5064,4388,3818,1036,No standard uninsured rate
CSMC IP,02722199,HB COREVALVE LOADING SYSTEM,,,,,3436,194,1315,802,1078,804,194,772,374,1182,1195,1197,1144,949,1315,1139,991,269,No standard uninsured rate
CSMC IP,02722203,HB CANNULA AND STYLET 1,,,,,1998,113,765,467,627,570,113,449,218,688,695,696,665,552,765,663,577,157,No standard uninsured rate
CSMC IP,02722204,HB SOLOPATH INTRODUCER/BALLOON,,,,,4950,280,1894,1155,1553,1158,280,1111,538,1703,1722,1725,1648,1367,1894,1641,1428,388,No standard uninsured rate
CSMC IP,02722205,HB STINGRAY CTO BALLOON,,,,,8286,468,3170,1934,2600,1937,468,1860,901,2851,2882,2887,2758,2288,3170,2747,2390,649,No standard uninsured rate
CSMC IP,02722206,HB CROSS BOSS CTO CATHETER,,,,,6691,378,2560,1562,2100,1564,378,1502,727,2302,2327,2331,2227,1847,2560,2218,1930,524,No standard uninsured rate
CSMC IP,02722207,HB DRY SEAL SHEATH,,,,,2989,169,1144,698,938,718,169,671,325,1029,1040,1042,995,826,1144,991,684,234,No standard uninsured rate
CSMC IP,02722208,"HB CATHETER, HYSTERO DIAG 5-7F",,,,,716,41,274,168,225,168,41,161,78,247,249,250,239,198,274,238,207,57,No standard uninsured rate
CSMC IP,02722209,HB RAPTOR MINI,,,,,1293,73,495,302,406,303,73,291,141,445,450,451,431,357,495,429,373,102,No standard uninsured rate
CSMC IP,02722210,HB OVERTUBE ENDO ACCESS SYSTEM,,,,,1810,103,693,423,568,424,103,407,197,623,630,631,603,500,693,600,522,142,No standard uninsured rate
CSMC IP,02722213,"HB BLADE, QUADCUT 1",,,,,1350,77,517,315,424,332,77,148,147,465,470,471,450,373,517,448,390,106,No standard uninsured rate
CSMC IP,02722214,"HB BLADE, QUADCUT 2",,,,,1947,110,745,455,611,456,110,437,212,670,678,679,648,538,745,646,562,153,No standard uninsured rate
CSMC IP,02722216,HB CTO NEEDLE HOLDER,,,,,1529,87,585,357,480,358,87,344,167,526,532,533,509,423,585,507,441,120,No standard uninsured rate
CSMC IP,02722217,HB LOCKING BIOPSY CAP,,,,,234,14,90,55,74,63,14,29,26,81,82,82,78,65,90,78,26,19,No standard uninsured rate
CSMC IP,02722218,"HB CATHETER, ENDO STENT PUSH",,,,,1146,65,439,268,360,268,65,258,125,395,399,400,382,317,439,380,331,90,No standard uninsured rate
CSMC IP,02722219,"HB CATHETER, SPRAY",,,,,2019,114,773,472,634,420,114,454,220,695,703,704,672,558,773,670,583,158,No standard uninsured rate
CSMC IP,02722220,"HB CATHETER, ABLATION HALO 90 & 60",,,,,7775,439,2975,1815,2440,1818,439,1745,845,2675,2704,2709,2588,2147,2975,2578,2242,609,No standard uninsured rate
CSMC IP,02722221,"HB PROBE, NEURO SHIELDED 1",,,,,1757,100,673,410,552,411,100,395,191,605,611,613,585,485,673,583,507,138,No standard uninsured rate
CSMC IP,02722222,"HB CANNULA, ARTERIAL 2*",,,,,1689,96,647,395,530,426,96,440,184,582,588,589,563,467,647,579,488,133,No standard uninsured rate
CSMC IP,02722223,HB STERNAL CABLE SYSTEM,,,,,1180,67,545,276,545,196,67,265,129,406,411,412,393,326,452,392,341,93,No standard uninsured rate
CSMC IP,02722224,HB SUCTION WATER SEAL,,,,,736,42,282,172,231,173,42,265,80,254,256,257,245,204,282,244,213,58,No standard uninsured rate
CSMC IP,02722225,"HB SHUNT, CAROTID 1",,,,,4181,236,1600,976,1312,978,236,939,455,1439,1454,1457,1392,1155,1600,1386,1206,328,No standard uninsured rate
CSMC IP,02722229,HB OBTURATOR 1,,,,,502,29,193,118,158,76,29,119,55,173,175,175,168,139,193,167,145,40,No standard uninsured rate
CSMC IP,02722230,HB GUIDEWIRE 7,,,,C1769,5147,291,1969,1201,1615,1064,291,1831,560,1771,1790,1793,1662,1421,1969,1707,1485,403,No standard uninsured rate
CSMC IP,02722233,"HB BLADE, ROTATING 1",,,,,1342,76,514,314,235,351,76,147,146,462,467,468,447,371,514,445,270,106,No standard uninsured rate
CSMC IP,02722234,HB ANES PRESSURE BAG DISP,,,,,556,32,213,130,162,61,32,97,61,192,195,194,186,154,213,185,114,44,No standard uninsured rate
CSMC IP,02722235,"HB CATHETER, ENDOVASCULAR",,,,,15740,888,6022,3673,4939,3680,888,3533,1711,5415,5474,5483,5239,4345,6022,5218,4539,1232,No standard uninsured rate
CSMC IP,02722236,"HB CATHETER, TRANS/LU,NONLRS 4",,,,C1725,5442,307,2082,1270,1708,1273,307,971,592,1873,1893,1896,1812,1503,2082,1804,1570,426,No standard uninsured rate
CSMC IP,02722239,"HB SPACER, TIBIAL/FEMORAL 3",,,,,9732,549,3723,2271,3054,2275,549,2184,1058,3348,3385,3391,3239,2687,3723,3226,2807,762,No standard uninsured rate
CSMC IP,02722241,HB RETRACTOR HOOK,,,,,1124,64,430,263,353,263,64,253,123,387,391,392,375,311,430,373,325,88,No standard uninsured rate
CSMC IP,02722245,HB NAVIGATIONAL BRUSH,,,,,1422,81,544,332,447,333,81,320,155,490,495,496,474,393,544,472,411,112,No standard uninsured rate
CSMC IP,02722246,HB BALLOON CATHETER,,,,C1726,2465,140,943,576,774,895,140,250,268,848,858,859,821,681,943,818,711,193,No standard uninsured rate
CSMC IP,02722247,HB INFLATION DEVICE,,,,,671,38,257,157,211,244,38,68,73,231,234,234,224,186,257,223,194,53,No standard uninsured rate
CSMC IP,02722248,HB IMPELLA PURGE CASSETTE,,,,,2069,117,792,483,650,484,117,465,225,712,720,721,689,572,792,686,597,162,No standard uninsured rate
CSMC IP,02722255,"HB KNIFE, OPHTHALMIC 1",,,,,273,16,105,64,86,64,16,68,30,94,95,96,91,76,105,91,38,22,No standard uninsured rate
CSMC IP,02722256,HB BONE CUTTER 1,,,,,659,38,253,154,155,155,38,173,72,227,230,230,220,182,253,219,191,52,No standard uninsured rate
CSMC IP,02722257,"HB KIT, PORTAL ENTRY 1",,,,,2050,116,785,479,481,480,116,305,223,706,713,715,683,566,785,680,592,161,No standard uninsured rate
CSMC IP,02722258,HB CANNULA W/OBTURATOR,,,,,2335,132,894,545,548,546,132,347,254,804,812,814,778,645,894,774,674,183,No standard uninsured rate
CSMC IP,02722259,HB TAMPONADE BALLOON KIT,,,,,2213,125,847,517,695,518,125,745,241,762,770,771,737,611,847,734,639,174,No standard uninsured rate
CSMC IP,02722260,"HB SHEARS, HARMONIC 4",,,,,5233,296,2002,1221,1642,1145,296,1175,569,1801,1820,1823,1742,1445,2002,1735,1509,410,No standard uninsured rate
CSMC IP,02722261,"HB BAG, RETRIEVAL 1",,,,,1484,84,568,347,466,347,84,334,162,511,517,517,494,410,568,492,428,117,No standard uninsured rate
CSMC IP,02722266,HB BALLOON DRUG COATED 3,,,,C2623,11381,642,4354,2656,3571,1497,642,2554,1237,3916,3958,3965,3788,3142,4354,3773,3282,891,No standard uninsured rate
CSMC IP,02722267,HB WATCHMAN ACCESS SYSTEM,,,,,6079,343,2326,1419,1828,1115,343,1158,661,2092,2114,2118,2024,1679,2326,2015,1798,476,No standard uninsured rate
CSMC IP,02722270,HB TRANSANAL ACCESS PLATFORM,,,,,5124,289,1961,1196,1750,515,289,880,557,1763,1782,1785,1706,1415,1961,1699,1367,401,No standard uninsured rate
CSMC IP,02722271,HB BALLOON DRUG COATED 1,,,,C2623,9747,550,3729,2275,3058,1962,550,2188,1059,3353,3390,3396,3244,2691,3729,3231,2811,763,No standard uninsured rate
CSMC IP,02722272,HB BALLOON DRUG COATED 2,,,,C2623,10497,592,4016,2450,3294,2454,592,2356,1141,3611,3651,3657,3494,2898,4016,3480,3027,822,No standard uninsured rate
CSMC IP,02722273,HB CATHETER PH IMPEDANCE,,,,,1429,81,547,334,449,335,81,321,156,492,497,498,476,395,547,474,413,112,No standard uninsured rate
CSMC IP,02722276,"HB SPACER, TIBIAL/FEMORAL 2",,,,,7506,424,2872,1752,1217,1755,424,2024,816,2583,2611,2615,2499,2072,2872,2488,2165,588,No standard uninsured rate
CSMC IP,02722277,"HB KIT, THERAPEUTIC DOUBLE  PHLEBOTOMY",,,,,999,57,383,234,314,234,57,225,109,344,348,348,333,276,383,332,289,79,No standard uninsured rate
CSMC IP,02722278,"HB CANNULA, ANGIOVAC STAND ALONE",,,,,40571,2289,15520,9467,12729,9484,2289,9105,4408,13957,14108,14133,13503,11199,15520,13448,11699,3175,No standard uninsured rate
CSMC IP,02722279,"HB NEEDLE, BIOPSY 2*",,,,,1200,68,460,280,377,281,68,277,131,413,418,419,400,332,460,398,347,94,No standard uninsured rate
CSMC IP,02722280,"HB NEEDLE, BIOPSY 4*",,,,,2967,168,1500,693,1322,615,168,506,323,1500,1032,1034,1144,819,1135,984,577,233,No standard uninsured rate
CSMC IP,02722281,"HB NEEDLE, BIOPSY 5",,,,,3829,216,1465,894,1202,895,216,860,417,1318,1332,1334,1275,1057,1465,1270,1105,300,No standard uninsured rate
CSMC IP,02722282,"HB NEEDLE, BIOPSY 6",,,,,4693,265,1796,1095,1186,700,265,1756,510,1615,1643,1635,1503,1296,1796,1556,358,368,No standard uninsured rate
CSMC IP,02722285,HB BARRIER PROTECTIVE LIQUID,,,,,72,5,28,17,23,17,5,17,8,25,26,26,24,20,28,24,21,6,No standard uninsured rate
CSMC IP,02722286,HB BARRIER RING,,,,,145,9,56,34,46,34,9,33,16,50,51,51,49,41,56,49,42,12,No standard uninsured rate
CSMC IP,02722287,HB TAH MANAGEMENT SYSTEM,,,,Q0508,347,20,133,81,109,82,20,78,38,120,121,121,116,96,133,116,101,28,No standard uninsured rate
CSMC IP,02722288,"HB BALLOON, ENDOSCOPY PULM BIOPSY",,,,,3357,190,1605,784,1054,785,190,708,365,1605,1168,1170,1118,927,1285,1113,968,263,No standard uninsured rate
CSMC IP,02722289,"HB ADAPTER, ENDOSCOPY BIOPSY",,,,,987,56,472,231,310,231,56,220,108,472,344,344,329,273,378,328,285,78,No standard uninsured rate
CSMC IP,02722290,"HB POSITIONER, DISPOSABLE 1",,,,,584,33,224,137,142,80,33,142,64,201,202,204,195,162,224,194,169,46,No standard uninsured rate
CSMC IP,02722291,"HB POSITIONER, DISPOSABLE 2",,,,,1659,94,635,388,521,251,94,175,181,571,577,578,553,458,635,550,479,130,No standard uninsured rate
CSMC IP,02722295,HB DELIVERY SYSTEM EVOLUTR,,,,,15821,893,6052,3692,4964,3698,893,3551,1719,5443,5502,5512,5266,4368,6052,5244,3684,1239,No standard uninsured rate
CSMC IP,02722296,HB LOADING SYSTEM EVOLUTR,,,,,3434,194,1314,802,1078,803,194,771,374,1182,1195,1197,1143,948,1314,1139,991,269,No standard uninsured rate
CSMC IP,02722299,HB EP CABLE UMBILICAL,,,,,6062,342,2319,1415,1902,609,342,1361,659,2086,2108,2112,2018,1674,2319,2010,1748,475,No standard uninsured rate
CSMC IP,02722300,"HB SENSOR, ANAL/EMG STIMULATION",,,,,896,51,343,210,282,210,51,202,98,309,312,313,299,248,343,297,259,71,No standard uninsured rate
CSMC IP,02722303,"HB KIT, CATHETER EDGE NAVIGATION BR",,,,,8456,477,4042,1973,2653,2530,477,1898,919,4042,2941,2946,2815,2335,3235,2803,2439,662,No standard uninsured rate
CSMC IP,02722304,HB BREEZA DRINK /CAN,,,,,185,11,71,44,19,59,11,42,21,64,65,65,62,61,71,62,60,15,No standard uninsured rate
CSMC IP,02722305,HB DUCTOGRAM CANNULA,,,,,538,31,206,126,169,126,31,121,59,186,188,188,180,149,206,179,156,43,No standard uninsured rate
CSMC IP,02722306,"HB KIT, COOLED RADIOFREQUENCY",,,,,5865,331,2244,1369,1841,1371,331,1317,638,2018,2040,2043,1952,1619,2244,1944,1692,459,No standard uninsured rate
CSMC IP,02722307,"HB MAT, COOLED RADIOFREQUENCY",,,,,5865,331,2244,1369,1841,1371,331,1317,638,2018,2040,2043,1952,1619,2244,1944,1692,459,No standard uninsured rate
CSMC IP,02722308,"HB PAD, GROUNDING",,,,,216,13,83,51,68,51,13,49,24,75,76,76,72,60,83,72,63,17,No standard uninsured rate
CSMC IP,02722309,"HB KIT, COOLED RADIOFREQUENCY ACTIVE TIP",,,,,10089,569,3860,2354,3166,2359,569,2264,1097,3471,3509,3515,3358,2785,3860,3345,2910,790,No standard uninsured rate
CSMC IP,02722310,"HB PROBE, COOLED RADIOFREQUENCY",,,,,3506,198,1342,819,1100,820,198,787,381,1207,1220,1222,1167,968,1342,1163,1011,275,No standard uninsured rate
CSMC IP,02722311,HB FLOW RETRIEVER CATHETER,,,,,13187,744,5045,3077,4138,3083,744,2960,1433,4537,4586,4594,4389,3641,5045,4371,3803,1032,No standard uninsured rate
CSMC IP,02722312,HB ASPIRATION GUIDE CATHETER,,,,,6850,387,2621,1599,2150,1602,387,1538,745,2357,2382,2387,2280,1891,2621,2271,1976,537,No standard uninsured rate
CSMC IP,02722313,HB RETRACTION ASPIRATOR,,,,,2787,158,1067,651,875,652,158,626,303,959,970,971,928,770,1067,924,804,219,No standard uninsured rate
CSMC IP,02722314,HB MICRA INTRODUCER SHEATH,,,,C1894,4881,276,1868,1139,1532,1141,276,1096,531,1680,1698,1701,1625,1348,1868,1618,1408,382,No standard uninsured rate
CSMC IP,02722316,HB BRAINPATH SHEATH,,,,,7476,422,2860,1745,2346,1748,422,1678,813,2572,2600,2605,2489,2064,2860,2478,2156,586,No standard uninsured rate
CSMC IP,02722317,HB BRAINPATH HOOKS,,,,,1124,64,430,263,353,263,64,253,123,387,391,392,375,311,430,373,325,88,No standard uninsured rate
CSMC IP,02722318,"HB SCALPEL, BONE",,,,,3540,200,1360,826,897,708,200,959,385,1218,1231,1239,1179,978,1355,1174,1360,278,No standard uninsured rate
CSMC IP,02722319,"HB SCISSOR, ENDOSCOPIC",,,,,2786,158,1066,651,875,652,158,382,303,959,969,971,928,770,1066,924,955,219,No standard uninsured rate
CSMC IP,02722320,HB PERFUSION CANNULA BLUNT,,,,,2700,153,1176,630,1176,496,153,615,294,929,939,941,899,746,1033,895,926,212,No standard uninsured rate
CSMC IP,02722321,"HB INTRODUCER/SHEATH,NONGDNG",,,,C1894,2248,127,860,525,706,526,127,505,245,774,782,784,749,621,860,746,649,176,No standard uninsured rate
CSMC IP,02722322,"HB KIT, ANGIO TOUCH",,,,,482,28,185,113,152,113,28,109,53,166,168,168,161,134,185,160,139,38,No standard uninsured rate
CSMC IP,02722323,HB PERFUSION SWITCH,,,,,623,36,280,146,280,118,36,135,68,215,217,218,208,203,239,207,214,49,No standard uninsured rate
CSMC IP,02722324,HB DV FORCEPS BIPOLAR REPOSABLE,,,,,2529,142,968,564,653,349,142,430,275,870,880,886,842,699,968,839,607,198,No standard uninsured rate
CSMC IP,02722325,HB DV FORCEPS PROGRASP REPOSABLE,,,,,2212,70,916,517,327,333,70,367,227,761,775,775,916,611,847,732,469,174,No standard uninsured rate
CSMC IP,02722326,HB DV DRIVER NEEDLE REPOSABLE,,,,,2212,15,916,493,302,322,15,364,227,761,775,771,916,611,847,684,423,174,No standard uninsured rate
CSMC IP,02722327,HB DV SCISSORS MONO REPOSABLE,,,,,2923,92,1211,682,436,415,92,495,318,1006,1024,1024,1211,807,1119,951,539,229,No standard uninsured rate
CSMC IP,02722329,HB DV DRIVER NEEDLE MEGA REPOSABLE,,,,,1924,109,903,449,903,276,109,346,210,662,670,671,641,532,736,318,441,151,No standard uninsured rate
CSMC IP,02722331,"HB PROBE, ABLATION",,,,,10894,615,5104,2542,5104,2078,615,1478,1184,3748,3789,3795,3626,3008,4168,3611,2328,853,No standard uninsured rate
CSMC IP,02722332,HB INFLOW TUBING SET,,,,,868,49,333,203,273,100,49,260,95,299,302,303,289,240,333,167,251,68,No standard uninsured rate
CSMC IP,02722333,HB TISSUE REMOVAL STANDARD,,,,,6117,345,2340,1428,1920,1430,345,1373,665,2105,2128,2131,2036,1689,2340,2028,1764,479,No standard uninsured rate
CSMC IP,02722334,HB TISSUE REMOVAL XL,,,,,6819,385,2609,1592,2140,1594,385,1531,741,2346,2372,2376,2270,1883,2609,2261,1967,534,No standard uninsured rate
CSMC IP,02722335,HB SEAL SCOPE SET,,,,,269,16,103,63,85,31,16,81,30,93,94,94,90,75,103,52,78,22,No standard uninsured rate
CSMC IP,02722336,"HB CATHETER, GUIDING PERF/INFUS",,,,C1887,5208,294,2319,1216,2319,1363,294,1169,566,1792,1812,1815,1734,1438,1993,1727,1502,408,No standard uninsured rate
CSMC IP,02722337,HB SCALPEL BONE,,,,,3540,200,1355,826,1111,828,200,795,385,1218,1231,1234,1179,978,1355,1174,1021,278,No standard uninsured rate
CSMC IP,02722338,HB BALLOON APPLICATOR,,,,,10088,569,3859,2354,3165,2358,569,2264,1097,3471,3508,3515,3358,2785,3859,3344,2909,790,No standard uninsured rate
CSMC IP,02722339,"HB CLIP, LIGATING",,,,,602,47,288,141,77,76,47,110,66,288,210,211,201,167,231,178,148,48,No standard uninsured rate
CSMC IP,02722340,HB KNEE BLOCK,,,,,10088,569,3859,2354,3165,2358,569,2264,1097,3471,3508,3515,3358,2785,3859,3344,2909,790,No standard uninsured rate
CSMC IP,02722341,"HB CATHETER, STRETTA TRANSORAL",,,,,8669,489,3317,2023,2720,2027,489,1946,942,2983,3015,3020,2886,2393,3317,2874,2500,679,No standard uninsured rate
CSMC IP,02722342,HB KIT BMAC ANGEL,,,,,7377,417,2822,1722,2315,1156,417,1656,802,2538,2566,2570,2456,2037,2822,2446,2128,578,No standard uninsured rate
CSMC IP,02722343,"HB SHEARS, HARMONIC",,,,,6102,345,4499,1337,1237,1090,345,1201,663,2100,2122,2126,2031,1685,2335,4499,1760,478,No standard uninsured rate
CSMC IP,02722344,"HB KIT, ENDOMETRIAL ABLATION",,,,,6522,368,2495,1522,2047,629,368,1464,709,2244,2268,2272,2171,1801,2495,2162,1881,511,No standard uninsured rate
CSMC IP,02722345,HB PLEURX DRAINAGE,,,,,886,61,563,207,278,256,61,205,97,305,309,309,295,245,339,294,563,70,No standard uninsured rate
CSMC IP,02722346,HB FOLEY TIP CATHETER PUNCH,,,,,911,52,349,213,286,213,52,205,99,314,317,318,304,252,349,302,263,72,No standard uninsured rate
CSMC IP,02722347,HB CARNATION PATCH 2-DAY,,,,,1197,68,458,280,376,130,68,269,131,412,417,417,399,331,458,397,346,94,No standard uninsured rate
CSMC IP,02722348,HB MAX CANISTER,,,,,531,30,204,67,167,125,30,120,58,183,185,185,177,147,204,177,154,42,No standard uninsured rate
CSMC IP,02722349,HB MAX PUMP,,,,,13811,779,5284,3223,4333,3229,779,3100,1501,4751,4803,4811,4597,3813,5284,4578,3983,1081,No standard uninsured rate
CSMC IP,02722350,"HB CATHETER 5, STRAIGHT TIP",,,,,1691,96,647,395,531,396,96,380,184,582,589,590,563,467,647,561,488,133,No standard uninsured rate
CSMC IP,02722351,"HB CATHETER 6, STRAIGHT TIP",,,,,2748,216,1052,346,318,643,235,617,299,946,956,958,915,759,1052,911,793,216,No standard uninsured rate
CSMC IP,02722352,"HB CATHETER 8, XTORQ TIP",,,,,4202,237,1608,981,1319,983,237,943,457,1446,1462,1464,1399,1160,1608,1393,1212,329,No standard uninsured rate
CSMC IP,02722353,HB SEPARATOR 5,,,,,1040,59,398,243,327,244,59,234,113,358,362,363,347,288,398,345,300,82,No standard uninsured rate
CSMC IP,02722354,HB SEPARATOR 6,,,,,1571,89,601,367,493,368,89,353,171,541,547,548,523,434,601,521,453,123,No standard uninsured rate
CSMC IP,02722355,HB SEPARATOR 8,,,,,2734,155,1046,638,858,640,155,614,298,941,951,953,910,755,1046,907,789,214,No standard uninsured rate
CSMC IP,02722356,HB INDIGO ASPIRATION TUBING,,,,,637,36,244,149,200,149,36,143,70,220,222,222,212,176,244,212,184,50,No standard uninsured rate
